date,date,prcp
2013-06-17,2013-06-17,0.43
2013-06-18,2013-06-18,0.44
2013-06-19,2013-06-19,0.05
2013-06-20,2013-06-20,0.18
2013-06-21,2013-06-21,1.53
2013-06-22,2013-06-22,1.96
2013-06-23,2013-06-23,0.67
2013-06-24,2013-06-24,0.62
2013-06-25,2013-06-25,2.03
2013-06-26,2013-06-26,2.8
2013-06-27,2013-06-27,0.06
2013-06-28,2013-06-28,0.34
2013-06-29,2013-06-29,0.53
2013-06-30,2013-06-30,0.83
2014-06-01,2014-06-01,0.26
2014-06-02,2014-06-02,0.68
2014-06-03,2014-06-03,0.19
2014-06-04,2014-06-04,0.09
2014-06-05,2014-06-05,0.03
2014-06-06,2014-06-06,0.88
2014-06-07,2014-06-07,0.15
2014-06-08,2014-06-08,0.29
2014-06-09,2014-06-09,1.0
2014-06-10,2014-06-10,0.11
2014-06-11,2014-06-11,0.57
2014-06-12,2014-06-12,0.02
2014-06-13,2014-06-13,0.01
2014-06-14,2014-06-14,0.0
2014-06-15,2014-06-15,0.03
2014-06-16,2014-06-16,0.38
2014-06-17,2014-06-17,1.45
2014-06-18,2014-06-18,0.32
2014-06-19,2014-06-19,0.2
2014-06-20,2014-06-20,0.75
2014-06-21,2014-06-21,0.09
2014-06-22,2014-06-22,0.03
2014-06-23,2014-06-23,0.74
2014-06-24,2014-06-24,0.07
2014-06-25,2014-06-25,0.97
2014-06-26,2014-06-26,0.42
2014-06-27,2014-06-27,0.9
2014-06-28,2014-06-28,1.29
2014-06-29,2014-06-29,1.29
2015-06-01,2015-06-01,2.47
2015-06-02,2015-06-02,0.27
2015-06-03,2015-06-03,0.01
2015-06-04,2015-06-04,1.12
2015-06-05,2015-06-05,0.16
2015-06-06,2015-06-06,0.0
2015-06-07,2015-06-07,0.01
2015-06-08,2015-06-08,0.34
2015-06-09,2015-06-09,0.26
2015-06-10,2015-06-10,0.04
2015-06-12,2015-06-12,
2015-06-13,2015-06-13,0.0
2015-06-14,2015-06-14,0.47
2015-06-15,2015-06-15,0.67
2015-06-16,2015-06-16,0.94
2015-06-17,2015-06-17,0.48
2015-06-18,2015-06-18,0.54
2015-06-19,2015-06-19,0.69
2015-06-20,2015-06-20,0.13
2015-06-21,2015-06-21,0.1
2015-06-22,2015-06-22,0.19
2015-06-23,2015-06-23,0.31
2015-06-24,2015-06-24,0.78
2015-06-25,2015-06-25,1.36
2015-06-26,2015-06-26,0.4
2015-06-27,2015-06-27,0.17
2015-06-28,2015-06-28,0.16
2015-06-29,2015-06-29,1.62
2015-06-30,2015-06-30,0.0
2016-06-01,2016-06-01,1.4
2016-06-02,2016-06-02,0.74
2016-06-03,2016-06-03,0.1
2016-06-05,2016-06-05,
2016-06-06,2016-06-06,0.47
2016-06-07,2016-06-07,1.26
2016-06-08,2016-06-08,0.01
2016-06-09,2016-06-09,1.7
2016-06-10,2016-06-10,1.4
2016-06-11,2016-06-11,0.65
2016-06-12,2016-06-12,0.55
2016-06-13,2016-06-13,0.08
2016-06-14,2016-06-14,0.19
2016-06-15,2016-06-15,1.38
2016-06-16,2016-06-16,0.12
2016-06-17,2016-06-17,1.27
2016-06-18,2016-06-18,0.72
2016-06-19,2016-06-19,0.79
2016-06-20,2016-06-20,0.52
2016-06-21,2016-06-21,0.78
2016-06-22,2016-06-22,0.2
2016-06-23,2016-06-23,0.9
2016-06-25,2016-06-25,
2016-06-26,2016-06-26,0.7
2016-06-27,2016-06-27,0.3
2016-06-28,2016-06-28,0.25
2016-06-29,2016-06-29,0.35
2017-06-01,2017-06-01,0.01
2017-06-03,2017-06-03,
2017-06-04,2017-06-04,0.82
2017-06-05,2017-06-05,0.01
2017-06-06,2017-06-06,0.0
2017-06-07,2017-06-07,0.01
2017-06-08,2017-06-08,0.0
2017-06-10,2017-06-10,
2017-06-11,2017-06-11,0.7
2017-06-12,2017-06-12,0.81
2017-06-13,2017-06-13,0.65
2017-06-14,2017-06-14,0.81
2017-06-15,2017-06-15,1.69
2017-06-16,2017-06-16,0.1
2017-06-17,2017-06-17,0.1
2017-06-18,2017-06-18,0.7
2017-06-19,2017-06-19,0.4
2017-06-20,2017-06-20,0.31
2017-06-21,2017-06-21,0.3
2017-06-22,2017-06-22,0.28
2017-06-23,2017-06-23,0.5
2017-06-24,2017-06-24,0.22
2017-06-25,2017-06-25,0.5
2017-06-26,2017-06-26,0.02
2017-06-27,2017-06-27,0.1
2017-06-28,2017-06-28,0.02
2017-06-29,2017-06-29,0.04
2017-06-30,2017-06-30,0.2
